,restaurant_name,address,category,location,price_level_G,curbside_pickup,delivery,dine_in,takeout,types,top_5_reviews,restaurant_type_x,avg_price_x,comments_x,url_x,delivery_fee_x,restaurant_type_y,url_y,restaurant_subtype,comments_y,avg_price_y,total_rating,avg_rating,avg_delivery_time
215,Tres Amigos,,mexican,"(40.4425774, -79.9527358)",,,,True,,"['restaurant', 'food', 'point_of_interest', 'establishment']","['Used to come here everyday for cheap $5 breakfast burritos but with the price increase and smaller portions, they won’t be getting my business anymore. Expect to wait at least 30mins for one tiny burrito with just egg, cheese, and frozen potato. Also, most of the menu changed from having New Mexican styled bowls to Korean. Why advertise a New Mexican spot for a sorry excuse of Korean food? Don’t go, the service and food deserves to be put out of business.', 'They just switched their menu and in complete honesty, it was fantastic. Both my friend and I tried the bbq tofu meal and we were so pleased! The chef even came out afterwards and asked us if we liked it! Over all, so much happier to have more GOOD food options on campus, especially with vegetarian options!', 'the food was fresh at least and the chips are pretty good. but i dont know what these flavors are in the food. it’s not mexican flavor that’s for sure. the burrito was…sweet??? very strange.', 'I don’t know what happened to the service and food quality here. I wouldn’t call it New Mexican if you can’t get green chili and the service is awful. The payment method is confusing and useless if you want to pay with cash.', 'Been here a couple times for the all-day breakfast burrito, which is okay but pricy for what you get. Service tends to be slow even with no-one else in line. You will pay more if you use credit/debit (they spin this as a “cash discount”).\n\nTried going here last night but the place looked dark and empty—whoever was working just kept moving boxes in the back. I ended up leaving after waiting a few minutes and never being helped or acknowledged.\n\nI highly recommend reading other reviewers’ remarks about Mesa, which formerly occupied the space. This is a poor replacement.']",,,,,,,,,,,18,2.6,0.0
216,Chipotle Mexican Grill,4611 Forbes Ave,mexican,"(40.4446441, -79.9481105)",1.0,False,True,True,True,"['restaurant', 'food', 'point_of_interest', 'establishment']","[""Ordered a chicken burrito bowl online from the chipotle app. This is what they delivered to me - no chicken, no veggies, no rice - just beans and sour cream and salsa. It's inedible. I'm not going back to this chipotle again - please treat this as a caution before ordering from this location"", 'Without doubt, the worst run Chipotle in America. I understand the employees are so downtrodden so as not to care, and so I rest the entire blame on the manager. I try this branch occasionally, and it is terrible experience every time. Attached you can see my last order - a burrito with chicken, rice, fajitas, and gauc. When I showed up, they said they had run out of tortillas, chicken, rice, fajitas, and gauc, and that they had substituted it for carnitas and black beans in a bowl. No refund was possible.', 'One of the worst branches which makes me wonder how they manage to stay open. Unfortunately it’s one of the few options around Carnegie Mellon. Always out of cheese, guac, veggies, etc and orders take so long to be made. And plus, it’s usually a dirty environment as the picture depicts', ""Food was pretty good,  just like any other Chipotle.  Server had airpods in and couldn't hear our order. The tables were really dirty and we had to clean one off before we ate."", ""I've been to alot of Chipotles and almost never had a problem but this one is a joke. Definitely go elsewhere. I ordered online and they were out of almost every ingredient. Black Beans, Pinto Beans, Lettuce, Salsa, Corn, Brown Rice. So the bowls were essentially just chicken and white rice. I waited in line even though my order was supposed to be done 15 minutes ago and when I got to the front they told me I had to wait for every single in-person order to be completed before I would be helped. Customers who walked into the store 10 minutes after I got there were being served while I just had to stand there until I just gave up and left. I never take the time to leave reviews but this place deserves it""]",,,,,,,,,,,689,3.5,0.0
217,Chipotle Mexican Grill,509 Clairton Blvd,mexican,"(40.3333562, -79.9458609)",1.0,,True,True,True,"['restaurant', 'food', 'point_of_interest', 'establishment']","[""Legitimately the worst Chipotle experience ever. Online orders backed up 30+ minutes, but that's not even the worst part. When you finally get home to eat, the portion is 1/4 the size it should be and won't fill you up. Don't order a soft drink, because you'll be given a water cup and charged $2.50 for it because they're out of regular size cups. Employees look like they have lead in their shoes with zero sense of urgency. So hit or miss at this location, today mobile ordering was pointless and I would have received my food quicker had I just walked in and ordered."", 'Pleasant friendly staff! Yummy food call my fast service!! 🤔Might’ve been because they were shooting a commercial at the time in the store but still very yummy and fast', 'Grossest chipotle ever. Rice and toppings all over the counters as they were chopping meat. The lettuce was black and the cilantro in everything was rotten. 🤢🤢🤢🤢 what a waste of money. Never going back.', 'The brisket is awesome! The servers at this location are usually very nice. Typical line is 5-10 minutes long. Glad to have a Chipotle close to me!', ""This place is always and I do mean always the place to get good food when you don't know what you're in the mood for. You may have to stand in line for a while but it's worth the wait. The counter people are always helpful and friendly. Most people take out but you can eat in if you like. Go here!""]",,,,,,,,,,,1194,3.4,0.0
218,Chipotle Mexican Grill,211 Forbes Ave,mexican,"(40.4406418, -80.001999)",1.0,,True,True,True,"['restaurant', 'food', 'point_of_interest', 'establishment']","['Honestly, I don’t know why I keep ordering from here. Ordered Uber Eats, paid $23. This is what arrived. No sour cream, no lettuce, no salsa. Previous orders were also very skinny on the fillings and you still pay $20+.', 'Chipotle is typically a tried and true place for good fast-casual food....BUT....this Chipotle is the exception. The service is atrocious and the employees are often too preoccupied with other things to take orders. Beyond that, they are always out of multiple essential ingredients, skimp on serving sizes (especially rice?), and never charge a consistent price for the same exact meal.', 'This is the worst place to order from. Almost every time there’s portion issue, missed orders. Bowls look like they are prepared without any care.  This has happened so many times.', 'Good staff does what asked for … could be more friendly while talking… sometimes during rush hours this store is crazy and dirty…', 'I don’t think this chipotle has a competent manager. I can’t understand why this chipotle is always so backed up. I’ve never had a pick up order be ready on time. They never ever have fajitas which I also can’t make logic of. In fact, I can’t say they’ve had peppers for the past year. I even remember once they had no tops and were using aluminum foil. Don’t even try to order delivery because you will pay for a bowl and received half of it because they don’t have the ingredients or don’t care to fulfill the order accurately. There seems to be a real lack in management considering the inventory issues and poor customer service. Today I had a pick up order scheduled for 1:20. I didn’t arrive until 1:45 and my order still was not ready. Of course there is a line of people waiting for pick up orders. So I cancel my pick up order and just get in the line and the line worker just looked at me to tell him what I wanted. I understand the chaos of working in a poorly managed restaurant but geez I asked him how he was doing and he didn’t even respond. I’m over this location and it’s dirty!!!\n\nSome advice: get some better employees. The KIDS y’all have working do not have the work ethic to handle the downtown crowd. Stop taking catering orders during lunch. I speculate this is why they get so backed up during lunch.']",,,,,,,,,,,934,3.6,0.0
219,Mad Mex Waterworks,1041 Freeport Rd,mexican,"(40.4884157, -79.88551799999999)",2.0,False,True,True,True,"['restaurant', 'food', 'point_of_interest', 'establishment']","['We had not been to a Mad Mex in 20 years. Looking for food today and decided to give it a shot. Very happy. The food was great. I  got the burrito with beef which was huge. My wife got the beef quesadillas and they were very good. The margaritas were fantastic. We had super friendly employees and our bartender Kayla could not have been any better. Its hard to find anyone friendly in the restaurant business anymore but she was awesome. We will be back.', 'Has a great meal.  The fried tofu appetizer was great.  Better than many Chinese restaurants.   Needed more sauce though.   We sat by the open windows in a very moderate day.  Nice.  Oddly, the least amazing part of the meal was the taco meat.', ""Stopped in for a quick lunch during a hockey tournament. Good eats with lots of vegan/veggie options.  I'm not a vegan, but play one on TV."", ""The place is nicely decorated. Service was okay food was a bit disappointing. Ordered the flank steak in a burrito. It was quite rubbery. They did remake one for me with chicken. The chicken was good. It was my second trip there over the past few years. I'm not planning on going back."", ""We only visited for a short snack, but I'd be happy to come back! Excellent taste and atmosphere, definitely recommended.""]",,,,,,,,,,,428,4.3,0.0
220,Baby Loves Tacos,4508 Liberty Ave,mexican,"(40.4628095, -79.95158440000002)",1.0,False,False,,True,"['restaurant', 'food', 'point_of_interest', 'establishment']","['Literally the best tacos experience I have ever had. Easy ordering, fast service, and of course, delicious tacos.\nI had ground beef, Chorizo, and buffalo cauliflower, with sour cream on the top. All of them are warmly served. Tacos are richly stuffed with fillings; once you grab one, you can feel the weight. This is the first time I try buffalo cauliflower, but this combination kicks. Not very spicy but flavorful and juicy.\nWill definitely come back for other flavors and burrito.\nOutside seating is also a good reason to visit, especially with this 70 degree sunny weather.', 'I has a mushroom, beef, and chicken tacos with the heat and some sour cream.  Very delectable and unique in my opinion.  Fast service and easy ordering.  I look forward to the next visit 👍 keep up the great work.', 'Great place for a quick meal. Friendly staff with super fast service. There are several tables and chairs if you can’t wait to eat your food. They have great vegetarian options for the tacos, quesadillas, and burritos. Plus the have breakfast burritos AND tacos!! If you’re in the area and need a quick bite, definitely check this place out.', ""Omg I am a huge taco lover and I was really excited to try this place. It is soooo good. I got the beef burrito with the slaw and the hot sauce on the side. When I tell yal it was absolutely amazing. If I lived close to this place I promise I'd be here at least 3 times a week. The staff was really nice and helpful, the food was made so fast and it was fresh. I cannot wait to come back."", 'This place rocks! I love their food. Tacos, Burritos, Chicken, Beef... Sallad , Rice , Beans, Chorizo, Guacamole...you name it, The Pico de Gallo is fresh, the pickled Cabbage( Cole slaw) is perfect! Everything was delicious.Their decor is really gorgeous and fun. Music is cool, a neat gem in Oakland, Pittsburgh close to campus , plenty of teachers and students eat there. Friendly and happy staff.']",,,,,,,,,,,401,4.6,0.0
221,Rookies Bar,3614-3624 Brownsville Rd,bar,"(40.3733979, -79.9753715)",1.0,False,False,True,,"['bar', 'point_of_interest', 'establishment']","['""Rookies Bar""\n\nIt\'s a neighborhood bar\nJust plain and simple\nSo plain any patron\nCould walk in with a pimple\n\nBut all kidding aside\nThey\'re down to earth people\nAnd I\'ll shout that\nFrom the highest steeple\n\nGreat staff Great bar\nCamaraderie too\nAnd all the respect\nThey\'ll give to you\n\nRachel Ann Bovier\nPittsburgh Poetess', 'Nice place to have a couple beers .I was up there for a couple different functions in Brentwood.. awesome bartenders and a great great crowd', 'Definitely one of my favorite bars! Super chill and Matt is a great bartender. You can tell he cares about all of his customers and he works hard', 'Bar tender won’t stop making out with girlfriend to make drinks. Very unprofessional', 'They let me use their restroom without making a purchase!']",,,,,,,,,,,49,4.3,0.0
222,Shadyside Hideaway Bar,228 S Highland Ave,bar,"(40.4579726, -79.9253359)",1.0,False,False,True,False,"['bar', 'point_of_interest', 'establishment']","['This place is a hidden Gem.\nSo much fun .The people around are so much fun and you can play Darts with them.\nLoved the vibe.\n\nThey should include bar food too. Thats my only suggestion.', ""I love this place very diverse . I love seeing different cultures of people it's a awesome place to meet new people and mingle ."", 'Nice little cool chill dive bar... Very eclectic crowd. Love the Vibes here!', 'Good people and straight forward watering hole; prices are good, no food but carry in allowed and tons of close places (also there is a delivery biker who frequents the area and this bar so instant service) electronic dart boards- but no pool currently :( outdoor seating and smoking area, euc onewheel ebike charging friendly with super narrow alley entrance for extra security. Basement has a private lounge area and other bathroom that is always available.', 'Great little spot for a cold one after a hot day.']",,,,,,,,,,,128,4.2,0.0
223,Jack's Bar,1117 E Carson St,bar,"(40.4288254, -79.9865885)",1.0,False,False,True,,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","[""Bar tenders are kinda mean. Well the female ones. The guys are kinda chill. They do allow smoking in there until I believe 9pm. Not the type of place to eat. But if you're looking for drinks, this place would work. 🤷🏼\u200d♀️"", 'The best dive bar I know. Open early so that the night shift can stop for a cold one or three. Reasonable prices, friendly bartenders, unique decor.  Dive in!!', 'I love dive bars and this was 10/10. Bartender was so nice and fun to talk to, juke box had great selection, atmosphere was good, good drink selection, good prices. Overall perfect dive bar!', ""Cheap Drinks , Roudy Croud Sometimes (lots of College Kids).. Seating is Rough in here smh , you'll be lucky to even find a spot to lean up against minus the creeps who try to hit on u & constantly checking ur drink out 😑 . Ladies Pls be Careful at Jack's  !!!!!"", ""I'm giving this place a one star. We were doing a bar crawl and my friends ran off ahead of me. They were clearly incapacitated and they were served at the bar. 🤦🏼\u200d♀️🤦🏼\u200d♀️""]",,,,,,,,,,,874,4.3,0.0
224,Phat's Bar,418 Semple St,bar,"(40.4365915, -79.95447949999999)",,False,False,True,True,"['bar', 'point_of_interest', 'establishment']","['Phat’s is THE BEST! Great atmosphere and fun vibes. The drinks are dangerous but in a good way 😆 Hope you’re lucky enough to meet Phat’s himself! Don’t forget to take a picture by the neon sign wall ✨', 'I really recommend Phat’s for a good time!!\nAwesome new bar! The owner came out to greet us and checked in to see how our experience was. Drinks were super affordable and tasted great.', 'The absolute best bar in the area, hands down. If you want an experience, then this is it. I encourage all to come here. Best of all, it’s a family owned business run by genuine and down to earth people.', 'Amazing atmosphere, great drinks and customer service! They were extremely cautious wearing masks and being safe around us. 10/10 would come back again.', 'This place is awesome. Honestly the vibe is so chill and the bartenders match it. Andy is the man!']",,,,,,,,,,,15,5.0,0.0
225,Kelly's Bar & Lounge,6012 Centre Ave,bar,"(40.4598916, -79.92439139999999)",1.0,False,False,True,True,"['bar', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']","['Other than to see my pals, I come to Pittsburgh for Kelly’s. Best bar in America. Great drinks and food, all reasonably priced. Music and lighting = cherry on top.', 'The beer selection  was wonderful as was the French dip I had. The chef was also very nice and checked in on all the tables. The service was fast and the food was all made per order. Nice fresh food and a good experience  overall. The outdoor dining area was also a nice way to enjoy the weather.', ""I. Love. This. Bar. One of the best dives I've been in. Food/snacks are delicious. Drinks are outstanding and the menu has a great variety. The bartenders are really friendly and super fun. I would make the 7 hour trek just to hang out here. Will absolutely be back."", ""This place has the best food (get the Mac and cheese) I've eaten at a restaurant/bar, and I've been to a lot of them. No TVs, no frills, and bathrooms covered in stickers and marker writing. It's definitely a dive, but it's a class act at the same time. Beer prices are regular and the staff are awesome"", ""Had a great time last night, our service was great, but we went to leave and it was raining when we got outside so we came back inside to call an Uber. The bartender told us to leave & that they already called last call. There were still 10 or so people in the bar & we explained that we were just in there & just were waiting on our Uber & she was very rude & insisted we still needed to leave. I spent $70 on drinks & I wish I would've spent that elsewhere after her behavior.""]",,,,,,,,,,,636,4.4,0.0
226,Pleasant Bar,"3913, 32 Old Clairton Rd",bar,"(40.3396186, -79.96477809999999)",1.0,False,True,True,True,"['bar', 'point_of_interest', 'establishment']","['Had a really nice time here a few weeks ago with a group of friends. Drinks and food were both good and really decently priced. The atmosphere was wonderful and we loved being able to sit outside by the fire bit. The fried pepperjack was a hit and a nice twist on your traditional mozzarella stick.', ""Got the steak salad and as you can see there's barely any steak and it's like steak ums and burned little pieces very disappointing the service was horrible nobody was happy the drink tasted like water I see why on a Saturday this place is empty. It's a shame because it could be such a nice bar with very good ambience with some better food and better service this could be a great place."", 'Great service, amazing food, awesome place to hangout and have a drink with a friend or friends. Staff is A++ all around. First time here since the rebuild! Well done!', ""Really like the remodel! Feels way more spacious, much lighter inside. Food is great as always, and gross more restaurant than straight bar now.\nTons of TV's for sports, outdoor seating with TV's\nThey are a little short staffed, but everything came quickly regardless."", ""Stopped in for lunch the other day and I love what they have done with the place. It's all brand new inside and recently renovated. I sat at the bar and had a 1/2 pound burger. Ghost pepper cheese, bacon and a side of hot bbq sauce to dip my fries in. Fries were fresh cut and the wings were super crispy. They also have Stoney's available in bottle which was a huge plus!""]",,,,,,,,,,,367,4.5,0.0
227,Tequila Cowboy,380 N Shore Dr,bar,"(40.4460747, -80.0115356)",2.0,False,False,True,True,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","[""We got driven in here by an unexpected rain storm and wound up having a wonderful evening. Drinks were great, although the draft system was down.  We didn't plan on eating dinner,  so just had a Bavarian pretzel while waiting for the rain to end.  It lasted, so we decide to try the Nashville Chicken sandwich.  Good choice!  The staff was friendly and courteous. We staid on untill the rain stopped and we could venture out again, and had a fantastic time. Great place for a fun evening!"", 'We stopped in for a late lunch on Saturday afternoon and the staff was very cheerful and kind. They served us quickly and checked on us often. I got the steak wrap and my boyfriend got the Cowboy Mac and cheese. We decided to share and both were delicious!!  Great atmosphere,  great food, super friendly staff!  So glad we stopped by while on vacation.', 'An interesting concept. The staff is very attentive and the jumbo margaritas are huge! My date and I went for drinks and appetizers. The drinks were a bit sweet.. As a bonus there was a Country Western band playing. The food was great and reasonably priced. Overall a great experience.', ""The food menu isn't extensive by any means but they offer a variety of selections with a local flare. We had the steak wrap and the Nashville chicken. Both were perfect.\n\nThe drink menu was unique and the drinks we tried were amazing. The bartenders were courteous, highly skilled, and well supported.\n\nThe live music was a lot of fun and not obnoxiously loud. There was even an attendant in the bathroom.\n\nWould highly recommend this place to anyone who likes great food and drinks in a great atmosphere."", 'Absolutely nothing special about the service. Didn’t even get refill for the drinks and when ask for a “to go” drink she (bartender) said they are not allowed to give any to go. Food was ok. Wings little bit dried and tenders lil bit burned.\nI liked the atmosphere though. Also remember to bring your ID if you don’t show they won’t let you go in unless you have a parent.']",,,,,,,,,,,2354,4.0,0.0
228,Pub 33 Bar And Grill,100 Art Rooney Ave,bar,"(40.4466567, -80.0144311)",,,False,True,True,"['bar', 'point_of_interest', 'establishment']","['Very good restaurant ,good food and drinks', 'I liked it is my favorite team', 'Jerome Bettis place.', 'A+', '']",,,,,,,,,,,14,4.4,0.0
229,Bar 11,1101 Bradish St,bar,"(40.4272269, -79.9872781)",1.0,False,False,,False,"['bar', 'point_of_interest', 'establishment']","['Would not let me close out my tab. Stayed for an extra half hour because one of the bartenders was too busy playing drums to tend to his customers. Like dude just do your job! So annoying. Hard to get a drink and no space to dance. Cant recommend.', ""I love it because it's the definition of a true Dive bar... Great prices , very entertaining. Love the fact that you can actually have fun... Absolutely love the juke box , it always have a great selection for classic songs and new bangers. I highly recommend this place to get drunk ,laugh and meet some very interesting people"", 'What an amazing bar. I am down from florida and all the bars I visited this was top notch. The owner was so involved and was the life of the party. Such a fun environment and  great music.', ""If you can get there during Christmas time, it's an absolute blast.  Top 5 bar in Southside and possibly top two bartenders."", 'The feel here is playful and fun! Sometimes there is aluminum foil covering the ceiling and walls, but the theme changes. Drinks are cheap and the bartenders are the most friendly in Southside. Location is off the main drag in Southside so the following here is curated by word of mouth.']",,,,,,,,,,,280,4.6,0.0
230,Secrets Bar & Grill,633 Mc Gowan Ave,bar,"(40.342244, -79.89959069999999)",1.0,False,False,True,True,"['bar', 'point_of_interest', 'establishment']","[""I visited this place while out of town on my birthday. All the locals were so nice. It'd small n cozy, FREE POOL, I think the darts were free too. I'd definitely recommend this bar if you're in the area"", ""It's definitely a secret...tuck within a small community. The bar tenders were great! The food was great! Drink prices were great too! The only thing I didn't like about this bar, it's a smoking bar."", ""i have taken several people here visiting from all over PA and even Florida. Everyone loved it, it's like a dive bar from the past. Not fancy on purpose, not pretentious on purpose. The food is off the charts, wings, burgers, cheese steaks. They even have a tent set up for the covid.  Do yourself a favor and find this gem."", 'Are you in the market for a super chill bar to hang in? Well this is the place. I love a good bar where you few like you can sit, relax, and enjoy a good beer. Atmosphere was super chill and there was good music. Decent tv screens around to watch the game and good staff. It was decently busy on an early Saturday afternoon but we were still served quickly. I’ll definitely be back!', 'Had the crab cake, nachos and ceaser salad with grilled chicken. It is amazing. I loved the crab cake!! So tasty and not a lot of filler. Huge chunks of crab, it’s the reward without all the picking. Highly recommend.']",,,,,,,,,,,122,4.5,0.0
231,Don's Bar,151 Margaret St,bar,"(40.4101463, -79.9875756)",1.0,False,False,True,True,"['bar', 'point_of_interest', 'establishment']","['An excellent place to grab a bite to eat, excellent atmosphere, a clean Building and great food make this place a hidden gem.', 'Food was great.. staff was awesome...', 'Nice family owned place.   Great prices and good food.  Cash only', 'Always a great local spot to grab cold beers and food!  Local corner bar atmosphere.', 'The food is delicious and the drinks are better']",,,,,,,,,,,69,4.5,0.0
232,The Roo Bar & Grill,699 Oneil Blvd,bar,"(40.3512954, -79.8304316)",2.0,,True,True,True,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","[""The prices are a bit high for a beer and I waited 5-10 minutes for a bartender to wait on me with only three people on the place. That being said it was very clean and had a decent pool table in it's own room."", 'I have been going to this place since it was called the Leonhart, but anyway, The Roo Bar has a great atmosphere, the employees are excellent and the food is very good.', 'Got a dozen of wings i could of did an oil change on my car horrible made me very sick, my wifes chicken hoagie was the same, they said breaded or grilled i said grilled and they must of put it in deep fryer', 'Had wings and sweet waffle potatoes. 2 Capt & Coke. Out for a min with my niece Nicole Long. Always fun when we hang.', 'Good place delicious food good atmosphere Thirsty Thursdays.']",,,,,,,,,,,184,4.0,0.0
233,Monkey Bar,703 Clairton Blvd,bar,"(40.3270579, -79.94428889999999)",1.0,,False,True,True,"['bar', 'point_of_interest', 'establishment']","['Great place for a drink or bite to eat right across the street from the incline.  The burger was great and the staff friendly. Good beer selection too.', ""Reasonable food prices and the drinks are always good. Definitely a lot of options on the menu as well. The bartenders are all sweet and always attentive when they can be, you can tell they work hard. They're all good at memorizing names& drinks too :)"", ""The updates on the outside are amazing and the tvs in the back make it into a great sports bar. The whole vibe seems updated and inviting. The food is spot on and the beer selections are great. One of our favorite places to go to again, whether it's for a family dinner or a date night."", ""I ordered today A grilled chicken sandwich And cheese sticks Both were cold And both came out at the same time Also they charge a Surcharge on the credit card And we're going to charge me 60 cents for an extra sauce for my cheese sticks Service sucked Waitress said she just works there And she don't make the rules I was going to use the restroom But I was afraid they might charge for the toilet paper too"", ""I haven't been in years, and it never disappoints.  That place looks great and food and service were great as well.""]",,,,,,,,,,,496,4.3,0.0
234,Bar 3 Millvale,217 North Ave,bar,"(40.4814083, -79.9748153)",2.0,,True,True,True,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","['Great food and service. The Bar 3 burger was outstanding!', 'It was simply alright. The bartender/server was friendly and attentive. The food was probably what you would expect from a slow bar on a Thursday evening. Prices may need to be slightly adjusted (lowered) until things return to normal, as serving dine in food in to go boxes lowers the quality, especially when asked if we were dining in.', 'Great, cozy little bar in Millvale. The staff care about the food and drink and add a both professional and personal touch to the experience. They tend to play good music and have TVs and speakers. This is the best place in Millvale for dinner and/or drinks. I had a beautiful steak and a pleasant evening hear, and I recommend that you do the same.', 'Looking for a new place to eat dinner, googled Millville and Bar 3 came up. Best decision ever..I had the Black and Blue, hubby had the Bar 3 Burger, no lie,  these were the best burger ever. Please give them a try..Shout out to Mark and whomever cooked our burgers.', 'Their chicken bacon ranch flatbread is SO good! The bartender, (I think her name was Heather?) was very nice. The drinks were good!']",,,,,,,,,,,264,4.5,0.0
235,R Bar,2883 W Liberty Ave,bar,"(40.3953018, -80.0336604)",1.0,False,False,True,True,"['bar', 'point_of_interest', 'establishment']","['This is a very friendly little neighborhood bar. Every Sunday they have an open jam of really good blues blues music. We have heard hours of fantastic music here. I just wish they had more than chips and pretzels to munch on.', 'Hands down best rock n roll/blues bar in the area. Live music is always great!', 'Super cheap prices.  Great crowd of local music lovers mostly.  Great music on a couple different nights.  If you dig dives and awesome live tunes then check it out.', 'I have some musician friends who invited me to check out this fun little place on West Liberty Avenue.  It was a Wednesday night, because that\'s when R-Bar has their ""jam night.""  First of all, the place was pretty packed - a great sign for a newcomer.  The crowd was mixed.  Mixed ages, mixed genders, mix races.  A nice cross-section of our Pittsburgh culture, and everybody seemed to be having a great time.  There were quite a lot of different musicians performing throughout the night, and obviously some of the best blues cats in the city are hanging out and playing at this place, because the music was excellent all night.  A little bit of rock, but mostly blues and blues rock the night I was there.\n\nThere were a lot of people drinking tap beer, and that tells me that the management keeps their tap system in good order, so where I might normally order a bottled beer in a strange place on my first visit, I was comfortable getting a Yuengling draft.  It was nice and cold, fresh, and served in a clean glass for a very reasonable price.  The bartender was very friendly, cute, and attentive.  My second round I asked her if there were any craft beers, not expecting there to be any, because in this city, most of the classic bars just serve the standard yellow beers.  Much to my surprise, the young lady starting rattling off a pretty nice list of craft brews, including my selection, Dogfish Head 60 Minute IPA.  Now that I know that R-Bar has good beer as well as good music, I will certainly be making a return visit.\n\nParking is on the street, so you might have to walk a block or two from your car, but West Liberty Avenue in Dormont is pretty safe, so no worries there.  My only criticism is a personal thing:  I don\'t like smokey bars.  I later found out that the owner is going to change their smoking policy on Wednesday nights in deference to the many excellent musicians who frequent the establishment for the jam night.  Wednesdays are going to be ""no smoking,"" and that makes me smile.', 'Smoker Friendly working class bar. They get live bands in Regularly, prices are average. Relatively simple place, nothing fancy']",,,,,,,,,,,118,4.3,0.0
236,Young Brothers Bar,1441 Woods Run Ave,bar,"(40.4750811, -80.0350361)",1.0,False,False,True,,"['bar', 'point_of_interest', 'establishment']","[""One of my absolute favorite places. It's the Cheers of the North. Good food, reasonably priced drinks, always a fun time. I miss living on North because I can't go as often as I use to"", 'Nice people working, feel for them though just in Pittsburgh people outside drinking is harassing to the neighborhood around almost stopped by on my way to work !!! Felt sad !!!!', 'Had a great time,the atmosphere was what I needed for my birthday.', 'Loved my Bar-Diva Kweeee...gave me a warm welcome on my first visit.', ""Keith and Jamie are my boys. Mr. Younger and my Dad were boys. I been down their bar 20 times over I feel at home at their bar as I have at any bar ever!!! Excellent place and everyone is treated with love and respect.  Keith and Jamie,  I'll be down soon!!!""]",,,,,,,,,,,317,4.4,0.0
237,Lou's Little Corner Bar,4924 Liberty Ave,bar,"(40.459306, -79.945218)",1.0,False,False,True,False,"['bar', 'point_of_interest', 'establishment']","['Fun little local bar with outdoor patio and cheap beers. V local and chill. Smoking allowed so take note!', ""I've been going there for 35 years always a great experience"", ""BEWARE!! The women in here are about as good looking as Rocky Dennis. You've been warned!!"", ""Liked it for the most part. You'd find people in their late thirties onwards here mostly. The bartenders are really nice! The place is small and vibrant. Good for a night out or as your 'regular' bar but certainly not somewhere I'd celebrate a special occasion! Liked it!! P.s. You can control the music through a paid app, but they might not have all the songs."", ""Nice comfortable bar lot of TVs nice clientele no fights that I've seen or heard of all in all a good local pub""]",,,,,,,,,,,123,4.5,0.0
238,Universal Bar,604 Hampshire Ave,bar,"(40.4106385, -80.0250811)",,False,False,True,,"['bar', 'point_of_interest', 'establishment']","['This place has cheap delicious drinks, as well as a good variety of beer. There is also a good sized dance floor. There are also pool tables. This is a great place to meet friends for a drink. Also they play some great music to dance to. Bathroom is clean and spotless.', 'Cute little spot. Fantastic jerk chicken. Friendly staff. Bathrooms could be cleaner.', 'Ok', 'Spacious. Cool atmosphere. Pool table', 'Great people, music, and prices.']",,,,,,,,,,,19,4.2,0.0
239,Joe's Bar,4814 Buttermilk Hollow Rd,bar,"(40.3580684, -79.9095041)",1.0,False,False,True,True,"['bar', 'point_of_interest', 'establishment']","['Good location and good service.  The staff is polite and friendly . Very reasonable prices. Also\nplenty of free parking. Fun and enjoyable place.', ""Definitely a nice bar to stop and have a few drinks in. The foods good too, so that's a plus automatically. The bartenders are always nice and making sure your taken care of. Would recommend."", 'It’s a bar. You can drink. You can smoke. They might have food tonight.', ""Occasionally ill stop in for a cold beer and something to eat. They have nights when the regular menu isn't available and they order pizza or make tacos instead.. And on those nights its your only option if you're hungry. I'm not a fan of the idea that I'm sharing pizza with strangers. What about the guys who go take a piss and don't wash their hands? I usually go elsewhere on those nights."", 'Swung in there since new to the area, friendly staff that seem to care about their job and customers. Not too sure if I’d make it my normal stop or hang out but worth a look and a drink or two if you’re passing through the area']",,,,,,,,,,,104,3.9,0.0
240,Boomerang Bar,1928 Monongahela Ave # A,bar,"(40.421094, -79.8900149)",1.0,False,False,True,,"['bar', 'point_of_interest', 'establishment']","['I won’t lie. I had a European (White Scottish ) man who works or worked here named: (Mr. Kevin) admit to my face that HE is NOT Racist BUT that the owner and partner and fellow employees are RACIST of dark, brown, or simply: Colored people!!!!! So my Question is: why support them if they are hateful of people who are not they’re skin complexion????!!!\n\nIf your white…cool 👍🏾 Your welcomed and cool 😎\nIf your colored….🤣 beware they don’t even like you!!!! Sure, they’ll take your money, but why support racist people?????!!\nKeep it moving my colored people——-elsewhere', 'Go here often nice laid back cool bar nice crowd there older but repectful so no prob', 'Kevin is always super kind and helpful.  Meets the expectations of a dive bar!', 'Best local bar in Pittsburgh. Come in a stranger and leave as a friend. Kenny and Roy are the friendliest owners you could ever meet.', 'None other than the boomerang, get your a.m. drinks here. Jukebox usually well selected by patrons...']",,,,,,,,,,,48,4.2,0.0
