restaurant_id,restaurant_name,restaurant_type,address,rating,avg_price,rating_numbers,comments,url,delivery_fee,avg_dilivery_time
100,Golden Corral (900 Park Manor Blvd.),Fast Food,"900 Park Manor Blvd, Pittsburgh, PA 15205",,8.972389380530979,,{},https://www.ubereats.com/store/golden-corral-900-park-manor-blvd/9NJXWb11QwOkoAFlH1ctmg,,
101,The Roasted Wing (Settlers Ridge),Fast Food,"1810 Settlers Ridge Center Dr, Pittsburgh, PA 15136",,15.759687500000002,10,{},https://www.ubereats.com/store/the-roasted-wing-settlers-ridge/O_l9Sw7WSAW_1qYS_22KLA,,
102,Mac n Cheese Shack- 1511 Stratmore St,Fast Food,"1511 Stratmore Street, Pittsburgh, PA 15205",2.2,7.363636363636363,12,{},https://www.ubereats.com/store/mac-n-cheese-shack-1511-stratmore-st/pNLxdfXlXq-8Q4LtsSIVsw,,
103,Mumbai Dessert Shack (2890 Banksville Rd),Fast Food,"2890 Banksville Rd, Pittsburgh, PA 15216",,8.578235294117647,,{},https://www.ubereats.com/store/mumbai-dessert-shack-2890-banksville-rd/t7ZIAivhVvqIxrp3HRHueQ,,
104,Mr. Gyro (200 Mall Cir Dr. Door#A14Foodcourt),Fast Food,"200 Mall Circle Drive, A14, Monroeville, PA 15146",,10.010476190476194,,{},https://www.ubereats.com/store/mr-gyro-200-mall-cir-dr-door%23a14foodcourt/-vLSyV8sXUuOSddwRpGAww,,
105,Burgasm - 1511 Stratmore St,Fast Food,"1511 Stratmore Street, Pittsburgh, PA 15205",,6.631578947368421,,{},https://www.ubereats.com/store/burgasm-1511-stratmore-st/50Nu2tZyVtSt-TvxqWvl3g,,
106,Mad Chicken Pittsburgh (Liberty Ave),Fast Food,"535 Liberty Avenue, Pittsburgh, PA 15222",4.5,7.32086206896552,43,{},https://www.ubereats.com/store/mad-chicken-pittsburgh-liberty-ave/l7x_7oHNX320s_0Xn_2LDw,,
107,Get Loaded (1832 E Carson Street),Fast Food,"1832 E Carson St, Pittsburgh, PA 15203",,9.090000000000002,,{},https://www.ubereats.com/store/get-loaded-1832-e-carson-street/Ga1k_QY3WD-pXja7aUBbeg,,
108,Gyro Hut (200 Mall Cir Dr. Door#A14Foodcourt),Fast Food,"200 Mall Circle Drive, A14, Monroeville, PA 15146",,10.552380952380952,,{},https://www.ubereats.com/store/gyro-hut-200-mall-cir-dr-door%23a14foodcourt/ZjcESFK4XmW65L3ZESMZwA,,
109,Chester's Chicken (627 Pittsburgh St),Fast Food,"627 Pittsburgh St, Springdale, PA 15144",,4.304186046511629,,{},https://www.ubereats.com/store/chesters-chicken-627-pittsburgh-st/MgpX66rNSa-jI6wxpQUTHA,,
110,Chicken N' Biscuits by Cracker Barrel (200 Davis Blvd),Fast Food,"200 Davis Blvd, Pittsburgh, PA 15275",,8.620769230769238,,{},https://www.ubereats.com/store/chicken-n-biscuits-by-cracker-barrel-200-davis-blvd/Er3G625nWOu7rsvUHbPB5A,,
111,Thrilled Cheese (4656 Browns Hill Road),Fast Food,"4656 Browns Hill Road, Pittsburgh, PA 15217",,6.170454545454546,10,{},https://www.ubereats.com/store/thrilled-cheese-4656-browns-hill-road/fzoDaLTPV7m7IjZyBKCnfQ,,
112,Falafel Fix (200 Mall Cir Dr. Door#A14Foodcourt),Fast Food,"200 Mall Circle Drive, A14, Monroeville, PA 15146",,10.251428571428571,,{},https://www.ubereats.com/store/falafel-fix-200-mall-cir-dr-door%23a14foodcourt/MEPx2pFlWpyAl1Lj5zHcLQ,,
113,Twisted Tenders (171 East Bridge St),Fast Food,"171 East Bridge St, Homestead, PA 15120",,16.666363636363638,,{'The tenders and sauce selection were great!'},https://www.ubereats.com/store/twisted-tenders-171-east-bridge-st/6bm78obDShOUNsO0uyqC9w,,
114,Hard Rock Cafe (Pittsburgh),Fast Food,"230 W Station Square Dr, Pittsburgh, PA 15219",4.4,17.530188679245292,54,"{'best cheeseburgers', 'Super quick, delivery was nice', 'Great', 'Very good food', 'Very good service and instructions followed exactly!'}",https://www.ubereats.com/store/hard-rock-cafe-pittsburgh/-YnvKMcCRkm0qNChQsUbJQ,,
115,Pane è Pronto,Fast Food,"2627 Penn Avenue, Pittsburgh, PA 15222",,8.633333333333333,,{},https://www.ubereats.com/store/pane-e-pronto/wojrPmHDUzC8wPX1SjUizw,,
116,Buddy V's Cake Slice (6600 Robinson Centre Drive),Fast Food,"6600 Robinson Centre Drive, Pittsburgh, PA 15205",,5.037272727272728,,{'delicious cake!!'},https://www.ubereats.com/store/buddy-vs-cake-slice-6600-robinson-centre-drive/omQpezRbQRKDA8Hbol7Wnw,,
117,MacLove (1945 Park Manor Blvd.),Fast Food,"1945 Park Manor Blvd., Pittsburgh, PA 15205",,7.125,,{},https://www.ubereats.com/store/maclove-1945-park-manor-blvd/t56e2xqrS9GiJSxHrhQx4A,,
118,Ava's Fried Chicken,Fast Food,"820 Pennsylvania Ave, Pittsburgh, PA 15233",3.4,8.228095238095243,14,"{""Ava's is always delicious, and I'm in love with their chicken."", 'They’re fast and food is great. I know what to expect', 'Amazing food!', 'The fried chicken is some of the best fried chicken out of all of the major franchises. It is fresh each time and very good. I ordered one time and then I had to order two more times within 3 days, it was so good.'}",https://www.ubereats.com/store/avas-fried-chicken/0ZxF1vJuTBecx8Bcqubf-w,,
119,Snack Zone,Fast Food,"1511 Stratmore St, Pittsburgh, PA 15205",,10.472222222222221,,{},https://www.ubereats.com/store/snack-zone/aTsnIUntWQGPog_onwxtfg,,
120,Colangelo's,Fast Food,"207 21st St, Pittsburgh, PA 15222",,9.014102564102558,,{},https://www.ubereats.com/store/colangelos/J1xs6uMDToyg1X2XhlCIVQ,,
121,Yetter's Candy,Fast Food,"504 Grant Avenue, Pittsburgh, PA 15209",,2.703928571428573,,{},https://www.ubereats.com/store/yetters-candy/CWUmt1mrVqWzvrXzUQkMbA,,
122,Virtual Life Pizza -642 Broadway Ave,Fast Food,"642 Broadway Ave, McKees Rocks, PA 15136",,18.280000000000005,,{},https://www.ubereats.com/store/virtual-life-pizza-642-broadway-ave/02ICqot1UKiYWYqSKlOLZA,,
123,Maietta Restaurant,Fast Food,"203 Brownsville Rd, Pittsburgh, PA 15210",,6.398571428571428,,{},https://www.ubereats.com/store/maietta-restaurant/grnnjCkdS6uzifP64hLsPg,,
124,Pittsburgh Food Hall ,Fast Food,"947 Penn Ave, Pittsburgh, PA 15222",,12.6,,{},https://www.ubereats.com/store/pittsburgh-food-hall/CO0Lmt3ZQzeofzeClJCnfQ,,
125,Erin's Fine Foods Deli,Fast Food,"210 Sixth Avenue, Pittsburgh, PA 15222",,8.220588235294118,,{},https://www.ubereats.com/store/erins-fine-foods-deli/mvzxm0fZRfuqOj4hp5Csdw,,
126,Cattivo cafe,Fast Food,"146 44th St., Pittsburgh, PA 15201",,10.166666666666666,,{},https://www.ubereats.com/store/cattivo-cafe/kKkUbDe4WM6_WUM5KgOKxg,,
127,Osteria 2350,Fast Food,"2350 Railroad St, Pittsburgh, PA 15222",,11.710526315789474,,{},https://www.ubereats.com/store/osteria-2350/ldEOmJixSaG3HLroKA6qzw,,
128,Ms. Sandy's Kitchen,Fast Food,"7906 Frankstown Ave, Pittsburgh, PA 15221",,8.8,,{},https://www.ubereats.com/store/ms-sandys-kitchen/_-K2oGaaXVKafcBJ7J1TFA,,
129,Freaking Good Pizza,Fast Food,"5990 University Blvd, Coraoplis, PA 15108",,11.926451612903222,,{},https://www.ubereats.com/store/freaking-good-pizza/Tk0tO6UUSeaxN4zs9oMTsg,,
130,The Hot Italian (5990 University Blvd),Fast Food,"5990 University Blvd, Coraoplis, PA 15108",,9.143600000000001,,{},https://www.ubereats.com/store/the-hot-italian-5990-university-blvd/FqBfH2i3U4WvpOcM_I3_DA,,
131,T-Swirl Crepe - Pittsburgh,Fast Food,"1714 Murray Ave, Pittsburgh, PA 15217",4.9,9.144736842105258,34,"{'I absolutely love this place the food is amazing', 'Great food', 'Delivery is always on time and food is always fresh and delicious.', 'The crepes are delicious! No matter what you try your gonna like it☺️', 'crunch munch tasty crepe'}",https://www.ubereats.com/store/t-swirl-crepe-pittsburgh/FQjfDSu8TIqucGoEL9x-LA,,
132,Burger Mischief,Fast Food,"1503 East Carson Street, Pittsburgh, PA 15203",,11.192592592592591,,{},https://www.ubereats.com/store/burger-mischief/q7NZ-K_cTHSAyKPM2-YtXg,,
133,Big Shot Bob's House of Wings (McKeesport),Fast Food,"406 Lysle Boulevard, McKeesport, PA 15132",,12.758666666666674,,{},https://www.ubereats.com/store/big-shot-bobs-house-of-wings-mckeesport/XXiJoP4nRk6BBxF7GMnDYA,,
134,BRRATS DELI,Fast Food,"1703 Monongahela Ave, Swissvale, PA 15218",,7.233333333333333,,{},https://www.ubereats.com/store/brrats-deli/k1Tg-7fCTLuWapsfoku83g,,
135,Good Eats,Fast Food,"4766 Liberty Ave, Pittsburgh, PA 15224",,10.475,,{},https://www.ubereats.com/store/good-eats/aZdcG2LNX8y8WpTAS6WBhQ,,
136,Big Shot Bob's House of Wings (Spring Garden),Fast Food,"1926 Spring Garden Ave, Pittsburgh, PA 15212",,12.070638297872348,,{},https://www.ubereats.com/store/big-shot-bobs-house-of-wings-spring-garden/eSffQdIaQYyRZ51XbtW4CA,,
137,Dairy Queen Grill & Chill (1223 E Carson St),Fast Food,"1223 E Carson St, Pittsburgh, PA 15203",4.3,7.031891891891892,172,"{'Good food', 'easy to use.', 'Excellent . Di went above and beyond to assure the delivery was made'}",https://www.ubereats.com/store/dairy-queen-grill-%26-chill-1223-e-carson-st/btH0NtlIQV2lr2_VvqAbHA,,
138,Pizza Hut (4710 Baum Blvd),Fast Food,"4710 Baum Blvd, Pittsburgh, PA 15213",4.4,16.297500000000003,75,{'Great 🍕.'},https://www.ubereats.com/store/pizza-hut-4710-baum-blvd/n8HiDgn9WmOuaBOov9Dfdw,,
139,Wing SZN - Crafton Heights,Fast Food,"1511 Stratmore Street, Pittsburgh, PA 15205",,9.611621621621628,,{},https://www.ubereats.com/store/wing-szn-crafton-heights/RdoZfeCOWcyWktPAc3eAYg,,
140,KFC (804 W. View Park Dr.),Fast Food,"804 W. View Park Dr., West View, PA 15229",4.1,10.793263157894742,64,"{'good as always', 'Fresh and fast!'}",https://www.ubereats.com/store/kfc-804-w-view-park-dr/8sj2UEu9RNOmcdPwqk2isw,,
141,Tokyo Hibachi & Sushi,Fast Food,"5990 University Blvd Suite 18,, Moon Township, PA 15108",4.7,7.78901960784314,66,"{'good sushi at great prices', 'Their food is incredible!!', 'They got some delicious food', ""Great quality every time, great portions, can't beat the prices! Very quick to deliver, too. My favorite place!"", ""Beat sushi I've had in Pittsburgh!""}",https://www.ubereats.com/store/tokyo-hibachi-%26-sushi/ARGeXSAFX4utWutFDjW6cw,,
142,Subway (414 Smithfield St),Fast Food,"414 Smithfield St, Pittsburgh, PA 15219",,9.384307692307699,,{},https://www.ubereats.com/store/subway-414-smithfield-st/dpq-8R-uQJiyu9MTksMtLA,,
143,The Colombian Spot,Fast Food,"2019 E Carson St, Pittsburgh, PA 15203",4.9,11.101791044776123,53,"{'Delicious Colombian food far from home', 'Arepas are great!!!!', 'Amazing food!!! Always prepared with care', 'Always fresh, and high quality ingredients', 'Consistent, delicious, and authentic food', 'the food is really good and I love maduros', 'Their street food and empanadas are so good they taste like home', 'The food is amazing!', ""I love The Colombian Spot's menu, flavors, cleanliness and service. Good portions, flavors and food always arrives hot and fresh. Thank you!"", 'Amazing food and generous portions.', 'I find the food very tasty and a good change from more common restaurant food. The shrimp arepa is my favorite.', 'Best food in Pittsburgh!', 'The food is authentic and delicious. It’s the only place I’ve seen in Pittsburgh that serves Colombian food', 'the empanadas are amazing', 'Makes my soul feel nourished.', 'Excelente muy rica', 'I love this restaurant!   Their food is flavorful and  well made every time.', 'Because the food is unlike any other restaurant! It is delicious and fresh!', 'It has the best food and I can taste my Latin culture Everytime,it reminds me of home! I recommend this place to anyone.'}",https://www.ubereats.com/store/the-colombian-spot/bN4DObQpQpmuIiRddI4DBQ,,
144,Campus Deli,Fast Food,"400 Semple St, Pittsburgh, PA 15213",4.3,11.253333333333336,37,"{'I love Campus Deli.', 'This place dellivers on taste and quality. Best philly cheessteak in Pittsburgh.', 'Surprisingly Satisfiably Tasty!', 'Open late consistent food. Good Philly 🤙🏻'}",https://www.ubereats.com/store/campus-deli/9edbcyr-S9KNQH6bjH-lZw,,
145,China Cafe (Pittsburgh),Fast Food,"5239 Brownsville Rd, Baldwin, PA 15236",4.5,11.343529411764692,139,"{'I had a special order of Lo Mein with curry sauce. No questions asked and it was amazing!', ""They ACTUALLY  paid attention to the notes I put for the General Tso's chicken (not spicey!!) and the store, itself....better than MANY OTHER restaurants I've had delivered!!!"", 'The curry chicken and chicken egg foo young was delicious. Also nice portions for the price.', 'The honey chicken is awesome and they are always fast & accurate.', 'Great cuts of chicken', 'Amazing and delicious!! Always hot and always right!', 'fast delivery', 'good portions and always fresh!', 'Very consistent dumplings are always good and they have some of the best fried rice around this is my go to for Chinese', 'great food, never had anything wrong with it.', 'China cafe is one of my favorites to order from. Portions are amazing and cheap. I always get either the combination platters or dinner for two and always have leftovers for the next day! Foods always perfectly seasoned and taste great!', 'Perfect', 'Delicious, fresh and all at an affordable cost. It’s exactly what I’m looking for on a weekend night. They quickly have become my go to.', 'Best Chinese food', 'Food is good and is always delivered on time', 'Delicious food, timely service, great people.  Lucky to have them near by! :)', 'Loved it, good helpings. Very flavorful.', 'great chinese food for a great price!!! best brown sauce in soutb hills', 'Amazing', 'Quick', ""One of my favorite places to order chinese food from. They have some of the best general tso's chicken I've had in a long time. Their delivery fee is also consistently $0.50, which only encourages me to buy more often. Highly recommend!"", 'Because it’s one of the cheapest places that I know and the best Chinese food ever', 'We love the shrimp fried rice & won ton soup! The portions never disappoint!', 'Food was on time, hot and delicious! I will be ordering again.', 'Love the chicken fried rice with egg'}",https://www.ubereats.com/store/china-cafe-pittsburgh/mQJ9qFThSSCQOZu0el8rbg,,
146,Mediterranean Cuisine Catering and Delivery,Fast Food,"2021 E Carson St, Pittsburgh, PA 15203",4.8,10.500833333333338,22,"{'Sammy is the best!', 'food is great', 'food is delicious', 'The best customer service around. Food is always great and portions can’t be beat!', 'Fast', 'Always a fantastic meal- 10/10'}",https://www.ubereats.com/store/mediterranean-cuisine-catering-and-delivery/FFm8l3faQQSlb2rtD2YxGw,,
147,Dee Dee Thai Restaurants,Fast Food,"555 Pittsburgh Street, Springdale, PA 15144",4.5,10.66842105263158,25,{'Their Mango Boba is amazing! The food portions are awesome! Fried rice with chicken is delicious with fresh ingredients!'},https://www.ubereats.com/store/dee-dee-thai-restaurants/SbAya5igUreEJj_-6VBasg,,
148,Cuddy's,Fast Food,"7901 Tioga St, Pittsburgh, PA 15208",4.3,16.875781250000003,32,"{'Best wings! The cajun sauce is fire!', 'the food is always bomb. its made with love. i think my grandma back there', 'Food is always good', 'best chicken & mac tuna salad', 'The ribs were delicious.  The mac & cheese is one of the best I ever tasted,  Sweet potato pie was perfect.', 'GR8  fried chicken', 'The food is delicious and the customer service is wonderful.', 'Great food! The cajun sauce is fire!', 'Very fresh and delicious every time!', 'Amazing', 'They make good food'}",https://www.ubereats.com/store/cuddys/MUdXTVL5QJmEZDCF9Fzt4A,,
149,Off the Rails Barbeque and Drafthouse,Fast Food,"549 Allegheny River Boulevard, Verona, PA 15147",4.7,13.061538461538463,62,"{'Awesome foid', 'The best bbq in the valley… they don’t have a bad item of the menu.', 'Their food is consistently great', 'Good', 'Hands down the best Barbecue in the Pittsburgh area. Amazing flavor, large portions, and fair prices. Never have been disappointed when ordering from them and will be ordering from them for many years to come.', 'Food is tasty with big portions.', 'local and consistent in flavor'}",https://www.ubereats.com/store/off-the-rails-barbeque-and-drafthouse/uKEcFo4vXse3s_YZxgI1-g,,
150,Ege Mediterranean,Fast Food,"190 N Craig St, Pittsburgh, PA 15213",4.8,12.910000000000005,30,"{'their pizzas always bring me back', 'They’re vegan pizzas are delicious', 'Very good.', 'Pizza was very good the arugula on the Mediterranean  was fire'}",https://www.ubereats.com/store/ege-mediterranean/I0SF3e1iSVyRozdJbLTmtw,,
151,The Pittsburgh Juice Company,Fast Food,"3418 Penn Ave, Pittsburgh, PA 15201",,5.5,10,"{'It’s so fresh!! Organic raw whole food. Best option in Pittsburgh.', 'The juices are so awesome and refreshing'}",https://www.ubereats.com/store/the-pittsburgh-juice-company/JjSiKSxqSaOWCaoHu9koOA,,
152,Nrgize (6425 Penn Ave),Fast Food,"6425 Penn Ave, Pittsburgh, PA 15206",,,,{},https://www.ubereats.com/store/nrgize-6425-penn-ave/Kj_ivLFCUeOQp3ppgF9iIw,,
153,Sagun Asian Restaurant,Fast Food,"4871 Clairton Boulevard, Pittsburgh, PA 15236",,10.421372549019615,,{},https://www.ubereats.com/store/sagun-asian-restaurant/jhmbtigEW3enq3Aps26q-Q,,
154,Bed Bath & Beyond (490 Waterfront Drive East),Fast Food,"490 Waterfront Drive East, Homestead, PA 15120",,62.71235294117637,,{},https://www.ubereats.com/store/bed-bath-%26-beyond-490-waterfront-drive-east/8ogppw9MQMm_zg9u6x1OxA,,
155,1:11 Juice Bar + Eatery,Fast Food,"2743 East Carson Street, Pittsburgh, PA 15203",5.0,6.25,16,{},https://www.ubereats.com/store/1%3A11-juice-bar-%2B-eatery/EN0nqf1VSQGvovn_tERMFA,,
156,Alquisiras Paleteria,Fast Food,"2056 Broadway Ave, Pittsburgh, PA 15216",,7.470588235294118,,{},https://www.ubereats.com/store/alquisiras-paleteria/P3enM8y8Wwa7wEvHChsXeQ,,
157,Groceries from Target (Homestead),Fast Food,"360 East Waterfront Drive Home, STEAD PA, Homestead, PA 15120",4.5,5.752463768115944,12,{},https://www.ubereats.com/store/groceries-from-target-homestead/7gIacIOgV2KdFE6ncusYow,,
158,Gloria Jeans Coffees,Fast Food,None,,5.2161165048543685,,{},https://www.ubereats.com/store/gloria-jeans-coffees/xGsY9IhPT6G98VUhE_jKww,,
159,Jersey Mike’s Subs (5225 Liberty Avenue),Fast Food,"5225 Liberty Avenue, Pittsburgh, PA 15224",4.8,8.015789473684212,188,"{'Always reliable, quick, and tasty!  They also get the order right every time!', 'They Have one of the Tastiest  CheeseSteak Hoagies in the Burgh Make Sure to Get Extra Mayo!!!', 'they have some of the best sandwiches EVER', 'quality of food is always top rate', 'great value and taste', 'love their portobello cheese steak!', 'Food is fresh all the time', 'the food is great', 'I absolutely love your subs fresh amazing taste just good quality food', 'sub are always amazing and consistent!', 'I love their hogies', ""best subs!'always fresh"", 'I’m a jersey girl who is often not in jersey. Jersey Mikes is the closest thing to the subs that make everywhere feel like home!', ""Jersey Mike's have the best subs around ! Bar None... I highly recommend the turkey provolone w/ mayo n dill pickles"", 'good taste and clean package', 'Fresh sandwiches and speedy courteous delivery', 'Nice', 'Always very consistent with how well they make their subs and always follow directions specifically. Delicious!', 'Subs were great and fresh.', 'Great tasting Hogies', 'Always amazing and fresh!', 'Excellent. My hot sub was still hot. And delicious, of course.', 'The quality of the subs is excellent. The taste is mouthwatering. The service is very good. 👍👍', 'Usually very yummy', 'Good arrived fresh and hot!!', 'I love jersey mikes because when i want a good sandwich they are my go to', 'They have the best hoagies', 'Great subs great cookies!', ""The food was great. Glad I ordered cold, as the driverdidn't show up until 7:50"", 'I love these subs!', ""Great tasting Hoagie's"", 'Great subs!!!  great service !!! Tasty 😋', 'Awesome service.', 'Jersey mikes is the best!', 'Best cheese steak', ""Jersey Mike's subs are just the best, hands down. Quality is good, service is good, quantity is very good. Their record, for me, is flawless."", 'Good job!', 'Great quality sandwiches are always a winner', 'Jersey style subs now being served in Pittsburgh!', 'portions are large always made fresh with the best ingredients', 'Their sandwiches are top notch.', ""I love Jersey Mike's. I'm from NJ, and have never really liked the hoagies sold in Pittsburgh. Jersey Mike's is the real deal."", 'The perfect lunch!!', 'Excellent sandwich.  Will order again.  Thank you!', 'I love ordering from Jersey Mike’s subs,because the orders are always delivered quickly. I love the taste of the chicken bacon ranch tub.', 'Great', 'I love jerseys mikes delicious subs.', 'I love the sweet papers and friendly staff!', 'Good Food', 'Why I love Jersey mikes food is always fresh best tasting food ever', 'My food is always fresh from here. They always include all my items in my bag.', 'Always fresh and delicious.', 'Love the taste and the fresh bread', 'ITS SO GOOD. ALWAYS EVERYTHING!!', 'Their food is always so good and fresh!', 'GREAT', 'Jersey mikes always does an outstanding job', 'Delicious sandwiches! The bread and meats are high quality! Great, authentic subs!', 'yum yum', 'good subs and friendly service', 'They’re just awesome. I’ve never had a wrong order and it always tastes so fresh!', 'Always makes amazing subs!', 'Delicious turkey sub 😋', 'The food is fresh and tastes excellent!!! I love the choices that they offer!!!', 'really good subs. cant beat the price.', 'Always fresh and tasty.', 'Great delivery. The lettuce was sliced very thick today. It should be thinner.', 'Good fresh& made to order', 'The food is good, duh'}",https://www.ubereats.com/store/jersey-mikes-subs-5225-liberty-avenue/nFli00WgR6ezDDmEj0_dVw,,
160,Coriander Indian Grill,Fast Food,"2201 Murray Ave, Pittsburgh, PA 15217",4.6,10.901089108910897,87,{},https://www.ubereats.com/store/coriander-indian-grill/ZZbmE9ybVrOOXNcgnaEkAA,,
161,Bird on the Run - E. Carson St.,Fast Food,"1733 East Carson Street, Pittsburgh, PA 15203",4.5,7.406818181818184,200,"{'your brioche buns are a great combination with your quality chicken and your waffle fries are great.', 'Not going to sit here and say it’s the best fried chicken I’ve ever had - but it’s good, consistent, and the delivery is quick.', 'Good quality chicken', 'Nice', 'The best chicken sandwiches around!', 'Amazing chicken - top quality.', 'Great chicken', 'my favorite place to eat i love the only specializes in chicken', 'Birds on the run has a great chicken sandwich and is very consistent and delicious', 'Sandwiches are juicy and delicious, of course I keep ordering! Their first level of hot spice oil on the chicken is one of the greatest things I have ever tasted', 'Che perfetto', 'Their food is GOOD!', 'good food. fast delivery.', 'This food is gooooooood', 'Good chicken ! So great with the sauces.', 'I love the chicken:) taste is really good', 'Bird On the Run understood the assignment! This is my second UberEats from them and it’s been delicious both times.', 'Food is always good & fresh', 'Good chicken', 'cheap, and delicious. they are also high quality', 'Best Chicken Sandwich ever !!!!', 'I love the fish sandwiches!', 'It’s quick and good fried chicken that’s typically cooked to perfection.', 'Beat chicken sandwhich in pittsburgh', 'The fish sandwich is amazing!!!', 'Love the chicken sandwich and the nugget deals going on right now highly recommend', 'best tasting chicken', 'Fresh hot and delicious', 'Excellent service.', 'The food is amazing and the service is great!', 'Great meal!', 'best food in pittsburgh!', 'Great food.  Good price.', 'Best chicken in southside'}",https://www.ubereats.com/store/bird-on-the-run-e-carson-st/OuIvgtpMRbSWs4EZQHI40g,,
162,Red Chilly's,Fast Food,"5474 Campbells Run Road, Pittsburgh, PA 15205",4.5,12.674049079754601,52,{'Delicious!!'},https://www.ubereats.com/store/red-chillys/oH-kk8L7VNyFmCUsNE8MJw,,
163,Banh Mi & Ti,Fast Food,"4502 Butler St,, Pittsburgh, PA 15201",4.9,8.482142857142858,200,"{'Never had Banh Mi and Tea ever tbh.. My husband introduced me and I fell in love with their Classy Chick Banh Mi and Boba Tea! And a big shout out to Twin xx much love always!', 'These sandwiches are perfection.', ""Incredible food and people.  Don't hesitate to get a xa xiu sandwich, they rule."", 'Food was soo good loved that they delivered to me', 'Best people, best food, local, and fresh.  Honestly these guys are the perfect mix of everything I want when I go out to eat or get takeout.', ""This is my favorite restaurant in pgh.  While I normally go here to pick up, I couldn't today so this was the next best thing!  Xa xiu and green tea can't be beat, they make their tea fresh and in house (no powders!) And you can tell the quality diff""}",https://www.ubereats.com/store/banh-mi-%26-ti/Bts8hiE_UaGA1ZhSGPWuaA,,
164,Big Shot Bob's House of Wings(Beechview),Fast Food,"109 Brookline Boulevard, Pittsburgh, PA 15226",4.5,8.252318840579715,176,"{""Best wings I've had"", 'they are always cooked right and very tasty', 'Wings are great!', 'Best wings in the area!', 'all the food is amazing and great portions', 'The flavor choices are amazing and I never tried one I didn’t like!', 'They had the best cheeseburgers I’ve ever tasted', 'They have great service, so many different options and great quality!'}",https://www.ubereats.com/store/big-shot-bobs-house-of-wingsbeechview/1l1xSgX4Rh6tfZ8o7HTkig,,
165,Nepali Asian Restaurant,Fast Food,"2122 Brownsville Rd, Pittsburgh, PA 15210",4.0,8.709090909090904,29,"{'Amazing taste and great quality food!', 'Amazing food!!', 'best chicken momos in Pittsburgh', 'Amazing Nepalese food', 'Love the Chowmein!', ""I love their momo's""}",https://www.ubereats.com/store/nepali-asian-restaurant/1mYRU8mqRxi8WhHBpxJwZA,,
166,Sincerely Yogurt (1025 Washington Pike),Fast Food,"1025 Washington Pike, Bridgeville, PA 15017",,6.419444444444444,,{},https://www.ubereats.com/store/sincerely-yogurt-1025-washington-pike/VeZjS5uQRCu4FMWgbKB0tw,,
167,Pizza Bosa,Fast Food,"741 5th Ave, Pittsburgh, PA 15219",4.1,13.967099236641229,14,{},https://www.ubereats.com/store/pizza-bosa/ZFX1VuStVrK8Ilr9Na_HtA,,
168,Penn Station (4815 Centre Avenue),Fast Food,"4815 Centre Avenue Ste. 102, Pittsburgh, PA 15213",4.7,7.379365079365082,130,{},https://www.ubereats.com/store/penn-station-4815-centre-avenue/E1TJAmwsXmGoNwClTcKNDw,,
169,Tuscan Cafe,Fast Food,"6 Smithfield St, Pittsburg, PA 15222",,6.333333333333333,,"{'Delicious food, good portion size, not expensive'}",https://www.ubereats.com/store/tuscan-cafe/p14DQ29zTgGiuCgRvfTIYA,,
170,Portofinos Pizza ,Fast Food,"513 West Main Street, Carnegie, PA 15106",4.3,13.55566929133858,12,{},https://www.ubereats.com/store/portofinos-pizza/iuqCd4L4Q0iyKbFFp2knMw,,
171,Wing Nut (4501 Steubenville Pike),Fast Food,"4501 Steubenville Pike, Pittsburgh, PA 15205",3.8,10.953023255813957,14,{},https://www.ubereats.com/store/wing-nut-4501-steubenville-pike/ZvHVjNcKSgiZPnTBexNpjQ,,
172,Silk Elephant,Fast Food,"1712 Murray Ave, Pittsburgh, PA 15217",4.8,9.652315789473684,151,"{'Delicious food that is amazingly spicy', 'Delicious every time!', 'Taro spring rolls were amazing!', 'This place is hands down my favorite Thai in the city. They never let me down.', 'best pad thai around', 'The food is authentic and always delicious!', 'Delicious', 'everything here is amazing', 'Some of the best food in the country, lies inconspicuously in the heart of Pittsburgh, PA. Silk Elephant consistently delivers authentic and delicious Thai cuisine. Nothing more needs to be said. If in doubt try them and you will become enamored too!', 'Best quality Thai food!', 'Tasty food, good level of spice, good portion', 'Incredible quality food. Fresh with good prices.', 'Amazing Thai food and very reasonably priced.', 'Just tasty food good ingredients', 'The food is authentic and great customer service', 'The food here is amazing. Panang Curry all day!'}",https://www.ubereats.com/store/silk-elephant/D17LbyXuQjWUptVf1RfX5A,,
